Driver Substance Abuse,Person ID,Injury Severity
NONE DETECTED,10C5438D-FB65-4FF0-97A5-0CAEC5958143,NO APPARENT INJURY
NONE DETECTED,642D89BC-8FFB-4CF2-99A2-2E0D7870C358,NO APPARENT INJURY
NONE DETECTED,A4234C37-B830-4318-9785-FE1C64E5E827,NO APPARENT INJURY
NONE DETECTED,A856B70F-7A88-4E4B-B229-3300647B2B2F,SUSPECTED MINOR INJURY
NONE DETECTED,FA109863-3113-405B-80F2-BA0594E22832,NO APPARENT INJURY
NONE DETECTED,5583C82C-22CD-4D48-93BA-B61C57F567E0,NO APPARENT INJURY
UNKNOWN,146DA3E1-8907-42B1-82B6-763EBC5B4048,NO APPARENT INJURY
ALCOHOL PRESENT,B69B4A4B-CDB3-4612-BD82-D177555CB03A,NO APPARENT INJURY
NONE DETECTED,FA53E592-CA1D-47FF-A254-5029847D7039,SUSPECTED MINOR INJURY
NONE DETECTED,95EE8452-0658-49FA-992D-B7092E65B30B,SUSPECTED MINOR INJURY
UNKNOWN,B9CF9A26-ECDE-4058-85C7-551282A124B4,NO APPARENT INJURY
N/A,43BE63AB-A1BB-48B1-BE40-055458EA207F,NO APPARENT INJURY
N/A,0C7A16B3-E13A-4DE6-8379-31B5732AC217,POSSIBLE INJURY
N/A,8A8B77A3-BCF7-4E4E-9A47-43615CF38838,SUSPECTED MINOR INJURY
N/A,12B48A99-30CF-4CB6-8AE9-D52D879EE61A,SUSPECTED MINOR INJURY
NONE DETECTED,9AE994D5-40D2-46A7-9A0B-CA3579B65EC5,NO APPARENT INJURY
NONE DETECTED,20800C73-A996-4F07-A14E-EEB66852D92E,POSSIBLE INJURY
NONE DETECTED,FAD52601-44A2-45BD-92EE-8EE227278C26,NO APPARENT INJURY
NONE DETECTED,20AFB7E9-0BB8-4E15-8B00-2130EE000AD7,NO APPARENT INJURY
N/A,82D42B8A-8B5C-4F8B-9608-6C085E928131,NO APPARENT INJURY
N/A,29542BF1-5210-4298-941C-D203B02A1BEC,POSSIBLE INJURY
NONE DETECTED,05F08C7F-17A4-4B90-88FF-8B6CB57FE701,POSSIBLE INJURY
NONE DETECTED,A82A263B-2256-4C65-89CD-2F41BB97E745,NO APPARENT INJURY
NONE DETECTED,B927B1BD-A05E-41C9-BC7D-7FC91A835597,NO APPARENT INJURY
NONE DETECTED,C7F50E29-D046-40ED-A2AA-0AE9A0774598,NO APPARENT INJURY
NONE DETECTED,F2169D7A-7F65-46AD-BFE4-CC9EEEE4651D,NO APPARENT INJURY
NONE DETECTED,3A7638DA-85BA-43A9-AA7B-35550826B4CD,NO APPARENT INJURY
NONE DETECTED,75E8CF4B-C468-486E-9A95-2D50333A8C6C,POSSIBLE INJURY
NONE DETECTED,8B9099A6-EAAF-41A8-A0C7-53CEAF94756F,SUSPECTED MINOR INJURY
NONE DETECTED,F22694A9-6516-4012-854A-E92957DAFCAB,NO APPARENT INJURY
UNKNOWN,0CF77DCD-B6D2-42D6-AE62-A687A6CE57FF,NO APPARENT INJURY
NONE DETECTED,548086F2-5177-44C9-B3F3-7097F344A3FD,NO APPARENT INJURY
NONE DETECTED,C258B1C5-AAA9-455B-8091-415F5AC64E6E,NO APPARENT INJURY
N/A,5E3312E3-19E0-4FC9-9074-8F6B7399608A,NO APPARENT INJURY
N/A,EDA6FDE8-E909-47BE-B4B8-9D582E9283A1,NO APPARENT INJURY
NONE DETECTED,362908C4-A038-4E19-A2D1-D75B67879DB6,NO APPARENT INJURY
NONE DETECTED,CACCBA5D-5714-406A-AC79-E1D6CDF87E20,NO APPARENT INJURY
NONE DETECTED,279EFF1D-BD45-409B-B336-E7C5B9BA2846,POSSIBLE INJURY
NONE DETECTED,EF790346-F741-4A77-BD29-DE1078A9F801,SUSPECTED MINOR INJURY
NONE DETECTED,E783F80B-6590-47A6-B849-41B9AF81169A,NO APPARENT INJURY
NONE DETECTED,E5901C51-5BCF-461B-B7C1-21FD286AA7B4,NO APPARENT INJURY
NONE DETECTED,81833E81-EEB6-4E1B-94B4-3D37D6891850,NO APPARENT INJURY
NONE DETECTED,29DFC28C-62DA-4937-B211-E29256C8BF85,NO APPARENT INJURY
UNKNOWN,31EF564E-B954-460B-8D06-AD0FA078A6F7,NO APPARENT INJURY
NONE DETECTED,CD7A33EA-F5DF-4EE2-BF49-C437B365DBAB,NO APPARENT INJURY
NONE DETECTED,49FD8E77-F98A-4A27-BC53-E35B6A9E343A,POSSIBLE INJURY
NONE DETECTED,FC83AD93-43B7-4CEB-8D9F-0D1886C56C48,NO APPARENT INJURY
NONE DETECTED,C93A55A6-0802-4AE2-83DB-D43644A7CC4C,NO APPARENT INJURY
NONE DETECTED,F9AB0E9C-B42B-4B75-AF11-F0D3F7B3B062,NO APPARENT INJURY
NONE DETECTED,E6134F03-7EB7-4F39-937F-F99D06BC14F2,NO APPARENT INJURY
NONE DETECTED,797833EC-A69F-44D3-8CF1-043E0BECE3DD,NO APPARENT INJURY
NONE DETECTED,B5EC5341-3C00-46F9-BD38-BBA146916533,NO APPARENT INJURY
NONE DETECTED,0EDD2422-A327-449E-BBDA-4FC3BF32ECCD,POSSIBLE INJURY
N/A,7101ADA5-9C91-4B69-8AAA-FD780ED7A77D,NO APPARENT INJURY
N/A,FAAF82BE-20C2-4F54-9AC6-067B342B7089,NO APPARENT INJURY
ILLEGAL DRUG CONTRIBUTED,01682898-1837-4BAB-BD5B-637713AFFB32,NO APPARENT INJURY
UNKNOWN,ABCCC136-969B-4FEA-AD14-CF3F2F3F5821,NO APPARENT INJURY
NONE DETECTED,6C53853B-A544-4A22-B3C6-E01C7A566C9B,NO APPARENT INJURY
NONE DETECTED,E6FAF244-09DA-4817-BE02-B42F32D8E073,NO APPARENT INJURY
NONE DETECTED,60DCDCA4-D9D8-4A71-923E-A2EE85AFCD41,NO APPARENT INJURY
NONE DETECTED,7E9893A6-83F3-458A-AD8D-2297D28016B2,NO APPARENT INJURY
NONE DETECTED,3506970D-D016-499F-8E5F-EDF2348E919E,NO APPARENT INJURY
UNKNOWN,E6EF91E4-B51B-4308-86A4-86BD27CB0708,NO APPARENT INJURY
N/A,ACAD93F0-ADDA-4ED9-BFD0-B9C56DF2B40B,NO APPARENT INJURY
NONE DETECTED,A6069D11-E44C-4876-B988-8CC04E92A1A3,NO APPARENT INJURY
NONE DETECTED,698136A0-79AD-4012-8AFD-3D158B5AD74B,NO APPARENT INJURY
NONE DETECTED,51A4D1F1-E518-421E-807C-AF178115F763,POSSIBLE INJURY
N/A,71AA75D2-018B-43EB-B7FE-73D849987F98,NO APPARENT INJURY
N/A,3F34103E-D4B7-4064-81DB-9B6D242D8109,SUSPECTED MINOR INJURY
NONE DETECTED,473DDBAD-8E29-46AB-B17F-C2D1B4BC0D14,NO APPARENT INJURY
NONE DETECTED,DFFB3FF4-83E3-4DE2-B6B8-07028B4A4CA6,NO APPARENT INJURY
NONE DETECTED,0C3BE5BE-F7E0-49CB-AAA3-24B4E03F40E0,SUSPECTED SERIOUS INJURY
NONE DETECTED,BD0ABAF0-312C-4CDA-BA2F-C76151153F66,NO APPARENT INJURY
NONE DETECTED,2070C9DC-FDDF-4C40-9333-BDD1D69F0B83,NO APPARENT INJURY
NONE DETECTED,1BCE91D5-7809-4D85-B003-8BCB5C471408,NO APPARENT INJURY
NONE DETECTED,C84EF876-DEB0-4BF9-9F96-51F6B327F288,POSSIBLE INJURY
NONE DETECTED,715A73D5-F9FB-4A40-8C54-3CEFC505E6BD,POSSIBLE INJURY
UNKNOWN,0B1D585E-50BB-4F40-90D2-DC7CD9135D4F,NO APPARENT INJURY
UNKNOWN,FB9179F8-D135-4C36-A585-384833F1ECB2,NO APPARENT INJURY
N/A,21F09104-4EBB-4EFE-A649-447C04A632AD,NO APPARENT INJURY
N/A,EA107CAA-FE07-4FE9-A31F-A80D7542DFFD,NO APPARENT INJURY
NONE DETECTED,8FA3057E-5691-47B9-9B17-626DBA097C15,NO APPARENT INJURY
NONE DETECTED,C42C7F39-3C72-4BAB-9BE2-C6BFA4AE1473,NO APPARENT INJURY
NONE DETECTED,639DED55-0B93-4139-86F1-7980EEA61F01,NO APPARENT INJURY
NONE DETECTED,9B5E0882-4F57-489A-95E2-8FA1F8B74C5A,NO APPARENT INJURY
NONE DETECTED,66A9D470-B985-4848-B307-854F54E34473,NO APPARENT INJURY
NONE DETECTED,8CD3947B-5C72-4225-8FFB-4BA492182EA5,NO APPARENT INJURY
NONE DETECTED,4B1A7E9C-5622-4A23-A9A8-89EAFB0133E2,NO APPARENT INJURY
N/A,2AB1E171-C0F5-4972-A7DC-C3DECE2A42AF,NO APPARENT INJURY
N/A,19405397-46FF-447B-9806-970D609D7447,NO APPARENT INJURY
NONE DETECTED,7F63E481-9615-40C5-9DDD-C06F228FDA37,NO APPARENT INJURY
NONE DETECTED,0B5B89D8-5459-4FEF-A6BA-2EC379CFC093,NO APPARENT INJURY
NONE DETECTED,C723D112-8649-4B77-9111-7EF02940A892,NO APPARENT INJURY
NONE DETECTED,3656CA2E-769C-4061-8B2C-B020B153DBB6,NO APPARENT INJURY
NONE DETECTED,7D0867DC-1E87-4376-BF9B-28F0F4C53066,NO APPARENT INJURY
NONE DETECTED,C4B849DC-5E48-4986-A235-924439F67EB9,NO APPARENT INJURY
NONE DETECTED,1E37B65E-5899-460C-BBAA-B195AADBCF5E,POSSIBLE INJURY
NONE DETECTED,F2FB84FE-07E7-45FE-A7C5-CB3BA09596AE,NO APPARENT INJURY
NONE DETECTED,387D6665-3BEB-46B8-A1E1-FD99F29E96ED,NO APPARENT INJURY
NONE DETECTED,52F904CB-822C-4D8D-9457-0D66B99AD407,NO APPARENT INJURY
N/A,1253E33A-3066-4A92-B12A-8A401FDCCD53,NO APPARENT INJURY
UNKNOWN,4D15D7FA-8D8D-4698-B68E-71B7AFBFA576,NO APPARENT INJURY
NONE DETECTED,AC6C890E-4FEE-4CCF-BBC5-6E9ED17C7FB5,NO APPARENT INJURY
NONE DETECTED,20DFACA7-B446-42B0-BD71-C22E1DFAAA60,NO APPARENT INJURY
NONE DETECTED,1D3FA29F-F8F4-4A8A-8B82-149E2874391F,NO APPARENT INJURY
NONE DETECTED,E28E6CF1-C9DA-4850-9826-B161D6B02D80,NO APPARENT INJURY
N/A,77870A25-900B-4B8B-80E2-AE133EEE93DB,NO APPARENT INJURY
N/A,25F4D481-A5CA-4728-8F05-E5D97923B0D7,NO APPARENT INJURY
N/A,2B7D6004-E3B6-440F-BA38-D102652E3DF3,NO APPARENT INJURY
NONE DETECTED,003AE910-6C18-4EFA-8934-1229FA641866,NO APPARENT INJURY
NONE DETECTED,86723939-DD67-4109-9FC9-1A6D23D1E495,NO APPARENT INJURY
ALCOHOL PRESENT,63F26AB4-1FFC-479C-B679-6381276EC4B1,NO APPARENT INJURY
NONE DETECTED,F1DA58CC-FA0B-40A3-9461-24750A2CC649,SUSPECTED MINOR INJURY
NONE DETECTED,93935F4A-F6B7-4087-99FD-6060617EB2AE,NO APPARENT INJURY
NONE DETECTED,00563B32-564F-4D8A-963C-B608BF091455,POSSIBLE INJURY
NONE DETECTED,17842B1F-6D65-4823-9F4A-C8BD2E1DEA80,SUSPECTED MINOR INJURY
UNKNOWN,AA8FE01A-FC0B-4ADA-818E-DA48C4A5791A,NO APPARENT INJURY
NONE DETECTED,53B2C601-D627-4826-A304-4F9717A14BEC,NO APPARENT INJURY
NONE DETECTED,585B49AE-7D36-44CC-A70E-EE02B7746AE3,NO APPARENT INJURY
N/A,A8AFAF60-CB06-4628-8CCE-7832B5126016,POSSIBLE INJURY
N/A,52A412E9-AEB5-46AE-B8B7-71659441CB03,POSSIBLE INJURY
NONE DETECTED,E0FD686B-E538-410D-B8B8-CBEA2E873C72,NO APPARENT INJURY
UNKNOWN,49602125-E754-4CA9-A94D-3E88D751FC00,NO APPARENT INJURY
NONE DETECTED,52EB86DE-1C70-48A2-9284-95CA6EFBB5D0,POSSIBLE INJURY
NONE DETECTED,8CA59E85-7860-4CFC-80CA-68095E026BC1,NO APPARENT INJURY
N/A,A06FADE9-E491-4584-BF35-6206D3D4CE09,NO APPARENT INJURY
N/A,C039E332-13D4-48C9-BD9A-3646A511E2C3,NO APPARENT INJURY
N/A,D503632D-F303-4419-80A5-256A942AEFA3,NO APPARENT INJURY
NONE DETECTED,462C53E7-E4CB-4AAF-9B6D-1418C8DD965E,NO APPARENT INJURY
NONE DETECTED,35874B2C-653A-425F-987C-03CF4D4538E3,NO APPARENT INJURY
NONE DETECTED,34C38BB1-37AA-452F-A10C-A77A81343CF2,NO APPARENT INJURY
NONE DETECTED,CA33467F-B2CC-4BB3-8AA7-739763177BF6,POSSIBLE INJURY
NONE DETECTED,532C8956-7EA0-4DB0-8F9F-E9789110D02E,NO APPARENT INJURY
NONE DETECTED,14B01865-3015-44BC-9379-95193A76FE81,NO APPARENT INJURY
NONE DETECTED,93A42061-BFEB-4A48-B6A1-CE2D35DDA8BA,SUSPECTED MINOR INJURY
NONE DETECTED,637D8107-0381-4B8D-848A-B4A93B4D53CE,NO APPARENT INJURY
NONE DETECTED,E12D8A6E-3D29-4DDB-BCA8-6817E1C6D8A8,NO APPARENT INJURY
UNKNOWN,7BD6F6A5-3868-47B9-8DA9-132627C7D280,NO APPARENT INJURY
NONE DETECTED,C1758E99-1ACD-4D86-A72E-D5781B140726,NO APPARENT INJURY
NONE DETECTED,3E60F453-E630-42DD-86E4-45ADE7852F1E,NO APPARENT INJURY
NONE DETECTED,9311006E-C45B-45C5-8AE1-B335CAF951DC,POSSIBLE INJURY
NONE DETECTED,CB184542-732D-4161-8237-DF1011DC0E91,NO APPARENT INJURY
NONE DETECTED,5150E943-1C6D-4450-907F-D734E04712AF,NO APPARENT INJURY
ALCOHOL CONTRIBUTED,232049D0-3552-4CE3-9D08-202613513BF6,POSSIBLE INJURY
NONE DETECTED,058660F2-EBD0-4027-B677-7BBC67583B4E,NO APPARENT INJURY
N/A,869A64D6-665F-4474-8F87-B19EC8C3DB2B,NO APPARENT INJURY
NONE DETECTED,0901DB56-CF86-4964-B384-9BD3C5434462,SUSPECTED SERIOUS INJURY
NONE DETECTED,721887D1-FCAA-440B-9A86-372E3DE17461,SUSPECTED MINOR INJURY
ALCOHOL PRESENT,07EA069D-A38C-4833-AE44-8BC76DA9FEE9,NO APPARENT INJURY
NONE DETECTED,C9D1B4BB-023A-460C-88B9-D6A30C3218F2,NO APPARENT INJURY
NONE DETECTED,FD4F36C2-5E66-4C63-8E11-F473C3B181BE,POSSIBLE INJURY
UNKNOWN,57C5DDEA-9CC0-47E1-BE22-6A411B8E1209,NO APPARENT INJURY
NONE DETECTED,479C9725-0B68-4459-AF6B-D98156E58298,NO APPARENT INJURY
N/A,DFAC56EC-CA53-4A40-8960-73534876709A,NO APPARENT INJURY
N/A,54176B62-8770-4945-8E81-C405C2407049,NO APPARENT INJURY
N/A,C398F08E-AB5B-4302-AF9D-C8C7C8150F7F,NO APPARENT INJURY
N/A,38EF38B4-FEC5-4A0E-88EA-AE02805ECF15,NO APPARENT INJURY
N/A,756F0530-92CA-4ACF-B3B8-05D610DB535D,NO APPARENT INJURY
N/A,B39575FA-F540-40A2-9176-880389643852,NO APPARENT INJURY
NONE DETECTED,6D5A0812-7C7D-422C-9A9C-777A1BADDF70,NO APPARENT INJURY
NONE DETECTED,ECCC066D-F0D9-46DD-AA87-F6861FC28E49,NO APPARENT INJURY
NONE DETECTED,53A96E96-B53E-4B5B-8841-61060175F6BE,NO APPARENT INJURY
UNKNOWN,4A1E00AD-0975-4C51-8EBF-D75F47E0EDD9,NO APPARENT INJURY
NONE DETECTED,0C47EF4A-B01B-4699-B81F-E0F6A74EF441,NO APPARENT INJURY
NONE DETECTED,C0193EAF-D5F6-4E14-99CF-5CFE195C2ED9,NO APPARENT INJURY
NONE DETECTED,2124CEA8-A30D-4170-95DE-75DFB50940AD,NO APPARENT INJURY
N/A,AE09CE57-5DF1-46BD-AD63-3865325FB3D8,NO APPARENT INJURY
N/A,84D57709-3373-43F9-903C-131F334FA17E,NO APPARENT INJURY
NONE DETECTED,43D3A6D8-35BB-4031-B053-56D1B1E19E06,NO APPARENT INJURY
NONE DETECTED,E4D26EE3-DF56-49A0-822C-BED608044A40,NO APPARENT INJURY
NONE DETECTED,979FC6F5-1C7F-4B20-94DE-148B05B45341,NO APPARENT INJURY
NONE DETECTED,C1EDF455-044C-4EBF-AC9F-6A468AD21C4C,POSSIBLE INJURY
N/A,CDE4F40D-F88E-458D-9F31-1D26D12E73F5,NO APPARENT INJURY
NONE DETECTED,AAB18CF3-C731-4693-AAB6-585F7FFA9DE5,NO APPARENT INJURY
N/A,BCF421ED-C7CD-479F-935A-416BD6419530,NO APPARENT INJURY
N/A,36CA50AC-0339-4ACB-81A3-D0FDB1779583,NO APPARENT INJURY
NONE DETECTED,080F127B-0138-4104-877C-6E13E0CFABE5,POSSIBLE INJURY
NONE DETECTED,37A80704-5D1D-4497-8469-B0E8C3CD9D71,NO APPARENT INJURY
NONE DETECTED,4A13A249-6C2E-483F-A6F6-5D632824950B,SUSPECTED MINOR INJURY
NONE DETECTED,A5311D29-5A97-4B3F-B4CF-FFAAA1E9122A,NO APPARENT INJURY
NONE DETECTED,EB2545C1-84B3-4954-9C58-9153279572DF,NO APPARENT INJURY
NONE DETECTED,A3F3DFF0-E5C1-418E-9975-BEDE8518EFE8,NO APPARENT INJURY
NONE DETECTED,D1EE308D-774D-4C5A-AB6E-5D47B5E5903F,SUSPECTED MINOR INJURY
NONE DETECTED,D08FCB0A-D1EE-446A-8B88-71B326D3144C,NO APPARENT INJURY
NONE DETECTED,FE585699-AF15-485F-ABB9-33C2E07C67DB,NO APPARENT INJURY
ALCOHOL PRESENT,729BC1F9-FCAB-4221-9A20-D1C5FCE4FE85,NO APPARENT INJURY
N/A,086C6A7A-AC0E-452D-88AB-BF44AFEAE8AE,NO APPARENT INJURY
NONE DETECTED,C0A4B2EF-0A5C-4401-B2BF-C4C365D328CF,NO APPARENT INJURY
NONE DETECTED,33A86402-B10E-47CF-BA4F-82437F720A14,NO APPARENT INJURY
NONE DETECTED,398E515E-09F7-4CCD-A266-8E5AC7551D86,NO APPARENT INJURY
NONE DETECTED,F75FBA9D-9C2A-4A92-90CB-003323EA40B6,SUSPECTED SERIOUS INJURY
N/A,6EEB500C-4ED9-4483-BAB7-2B73459A85CD,NO APPARENT INJURY
N/A,9C861012-E996-410A-AAA1-F38CA08735E3,POSSIBLE INJURY
NONE DETECTED,E4AD31AD-2487-41DE-B56E-940177767C84,NO APPARENT INJURY
N/A,A228C76E-A3F6-4D38-A399-2E4F2CA70B45,NO APPARENT INJURY
N/A,CCDC9CDD-52BF-487F-A474-AB91F5EAAC8E,NO APPARENT INJURY
UNKNOWN,3E306880-0F61-4599-9CBC-77DE5B5D1CA3,NO APPARENT INJURY
NONE DETECTED,E7058A8E-4F18-4D2A-954E-04A099CFED12,NO APPARENT INJURY
NONE DETECTED,C649EC6C-F5C4-4B0C-89FE-5F44AF95D47A,NO APPARENT INJURY
N/A,48510DFE-D7BD-4931-9B6B-DC33D34EEAE5,NO APPARENT INJURY
N/A,99FF4D96-952D-4A0D-9400-444BDE77468E,NO APPARENT INJURY
NONE DETECTED,4AE1BD23-1853-4AFA-BC0C-DEB54854B18D,NO APPARENT INJURY
UNKNOWN,C1BB9C7E-203E-4755-8B87-701A73302BF7,NO APPARENT INJURY
NONE DETECTED,1F871B3B-232D-4D86-B04A-47BA198E19A9,NO APPARENT INJURY
NONE DETECTED,3C1B31F1-FEC3-43CC-9DF0-331BA47E9B50,NO APPARENT INJURY
NONE DETECTED,6EC8FAD6-4AB6-4622-BD2A-E35F54AB0CD1,NO APPARENT INJURY
NONE DETECTED,EE55E112-C36C-4745-8660-B6492930FF84,NO APPARENT INJURY
NONE DETECTED,B58C011E-8598-45AD-B389-6ED5A6F64B8E,NO APPARENT INJURY
NONE DETECTED,3BAB8926-EB1D-489A-8DF2-750D99FA337D,NO APPARENT INJURY
NONE DETECTED,CF4F9ECE-8678-4167-93F2-D25CD037ED1F,NO APPARENT INJURY
NONE DETECTED,FB87E3AE-B2AE-4EEC-BFCB-21B3CACE0BD1,NO APPARENT INJURY
NONE DETECTED,01AA896E-906A-4BCC-89B4-5A558CE5F1EE,NO APPARENT INJURY
NONE DETECTED,F7E34A4E-6CF8-4EAF-9FE0-BEECB625BFA4,NO APPARENT INJURY
NONE DETECTED,0375384C-BB73-473C-AD8D-D21E892CFBBD,POSSIBLE INJURY
NONE DETECTED,368ACB74-945A-485E-B2B0-7E13DB20DAE4,NO APPARENT INJURY
NONE DETECTED,4E4A5F28-E0D8-4C5E-8860-F98CC326DF12,NO APPARENT INJURY
UNKNOWN,DDB20A55-B75A-4C1F-AC17-3731DBF18F7B,NO APPARENT INJURY
NONE DETECTED,517C2B65-2B17-438E-92F2-AFEDE377F2B2,NO APPARENT INJURY
NONE DETECTED,7E2F5EFF-0F5D-4F07-8537-CC11057221C4,NO APPARENT INJURY
NONE DETECTED,8CFF8766-6601-41F3-9C73-86D13B24157B,NO APPARENT INJURY
UNKNOWN,78DEC536-FCA7-43D0-88F6-C387D71B1246,NO APPARENT INJURY
N/A,24BF219B-0F80-44F8-9B04-26EBD2C3B481,NO APPARENT INJURY
N/A,1D1A077B-016E-4C78-A819-C12AF6917E11,NO APPARENT INJURY
N/A,B8559F30-5B9A-4952-A922-4ADAC9A767E9,NO APPARENT INJURY
N/A,449753B2-F88F-4102-9B83-DF2E26E7A73B,NO APPARENT INJURY
NONE DETECTED,7B09A8FA-5B59-4EBE-87BA-69946D68484F,POSSIBLE INJURY
NONE DETECTED,EABD540D-16F3-4D8D-B971-F566D89229F6,NO APPARENT INJURY
NONE DETECTED,4E5EE5BC-10E0-41FD-A49F-26DC73DE6B0E,NO APPARENT INJURY
UNKNOWN,DEF901F3-6D11-44DC-8EC5-1377837A5EB5,NO APPARENT INJURY
UNKNOWN,01F2F6A0-5F6E-4EC0-8B38-8B730D4FBEEF,NO APPARENT INJURY
NONE DETECTED,F0F85292-8C0B-4022-9551-5D725AE98FFD,NO APPARENT INJURY
N/A,F682B4D7-5B33-4966-AAFF-825048EE1E62,NO APPARENT INJURY
ALCOHOL PRESENT,06756359-0A8A-4832-8359-349DA53F2144,NO APPARENT INJURY
UNKNOWN,41DDE59B-58B1-4A00-8A0E-4C4B9CD7B6E1,NO APPARENT INJURY
NONE DETECTED,BB7AB16D-6017-4683-91E7-F6BFA98CF625,NO APPARENT INJURY
NONE DETECTED,9180F24F-86A3-4B17-9861-50D44FDA4E2E,NO APPARENT INJURY
NONE DETECTED,646CC325-B281-4B52-8B66-988A80EB5607,SUSPECTED MINOR INJURY
UNKNOWN,9D7CBFF7-30BA-408C-8CC9-4B927BEA1100,SUSPECTED MINOR INJURY
N/A,E611A3F8-5F7D-465B-8DE0-3814027998F1,NO APPARENT INJURY
UNKNOWN,840FFC93-537C-49CF-AEEF-B92A23DF58D8,NO APPARENT INJURY
NONE DETECTED,6329A40E-BE6F-4168-A51C-6D1B3F358623,NO APPARENT INJURY
NONE DETECTED,A3A8EC89-32EC-4BBF-8A3E-D6E1E755ED3D,NO APPARENT INJURY
UNKNOWN,81902881-3BEF-4795-AC04-E564D8FB292F,FATAL INJURY
NONE DETECTED,428D2051-A136-4F9C-8543-F07A9878E929,NO APPARENT INJURY
NONE DETECTED,03E0B02B-39C3-47A8-940F-020116E6A8D0,NO APPARENT INJURY
N/A,E904250A-759C-49EE-A0FB-10411902F066,POSSIBLE INJURY
N/A,9C34A627-D4B8-42CF-B53D-2B4EC53AF8DE,NO APPARENT INJURY
NONE DETECTED,C483C378-DA60-4181-8262-93532F7C204C,NO APPARENT INJURY
ALCOHOL PRESENT,AE05DCEC-6990-40E4-B436-F4B90D8EEF19,NO APPARENT INJURY
NONE DETECTED,AFE3019A-E804-41D6-BECF-822275F1FEA7,NO APPARENT INJURY
NONE DETECTED,20FC71C7-966D-4CC4-B66C-E8D0E4A40001,NO APPARENT INJURY
N/A,D8CB9BC8-CF22-4164-BF9F-03323C2E1C44,NO APPARENT INJURY
N/A,8495DAD8-F8F4-421C-933A-DD3A61153566,NO APPARENT INJURY
N/A,DFDA801F-B036-4BB4-B7E2-5E847B0A46C9,NO APPARENT INJURY
N/A,4424378E-3BB4-4F1F-9E79-E08D04F39A66,SUSPECTED MINOR INJURY
NONE DETECTED,6A511F4A-666C-4E13-9F8C-047F303EB8F7,NO APPARENT INJURY
NONE DETECTED,93635BE9-1DF3-4D92-9CE2-2ADA3C9B999C,NO APPARENT INJURY
NONE DETECTED,58D570B9-71F5-49A6-8FD4-770D2AEF4F42,NO APPARENT INJURY
NONE DETECTED,2B404D6D-8DB5-4CB6-9E71-9F1B8D0A8925,NO APPARENT INJURY
NONE DETECTED,175152ED-D7D4-4570-9FB4-F8D73B4F3437,NO APPARENT INJURY
NONE DETECTED,B5B85B55-FD98-4D52-85C0-4A8E3CE53EA0,NO APPARENT INJURY
NONE DETECTED,AD6BB1B1-7135-4007-9983-9C3E111E11F2,NO APPARENT INJURY
N/A,0BE130D9-883D-4FC2-8B1E-476056CAEF78,NO APPARENT INJURY
N/A,FE812C13-58B9-4693-837C-37997409BB92,POSSIBLE INJURY
N/A,18B531D2-8808-44FC-9047-E39C75E9DDF9,NO APPARENT INJURY
NONE DETECTED,1BD29ACA-36B4-49E8-AA9B-E4A354F75756,NO APPARENT INJURY
NONE DETECTED,9567215B-C334-47A7-883F-5842BB39B44B,NO APPARENT INJURY
N/A,E20CC1C2-184B-46B2-BCB6-535765F199A1,NO APPARENT INJURY
NONE DETECTED,458D2F16-311B-4A17-86BF-2C566B8304E1,NO APPARENT INJURY
N/A,269F20E4-1D8F-443F-BFA2-530C196EB64F,NO APPARENT INJURY
N/A,F45034AE-68FB-4849-8A21-4D5E47B1A7E3,NO APPARENT INJURY
NONE DETECTED,E203A8EA-99D5-4590-87A6-8D0604206A8E,NO APPARENT INJURY
N/A,2ED3B271-9980-4F6C-9CAC-BFCDFCBB87A8,NO APPARENT INJURY
NONE DETECTED,1A44ACC0-4B5D-424A-924E-D5C8B572B165,NO APPARENT INJURY
NONE DETECTED,E1BCD9D2-1A05-4B1B-AFC1-73CA89C0CF2F,NO APPARENT INJURY
NONE DETECTED,7F1C3B37-7E72-46E3-930D-9164673F0AD0,NO APPARENT INJURY
NONE DETECTED,DF84A96C-C1AE-4F70-8744-213C25A9BFF3,NO APPARENT INJURY
UNKNOWN,6015CF21-3441-4259-B776-11466FC2F0A6,NO APPARENT INJURY
NONE DETECTED,846FFDA1-4DDA-4ED5-9BDF-BB55450E121C,SUSPECTED MINOR INJURY
NONE DETECTED,25D19276-AE66-41D2-8050-DF297CBC69AB,POSSIBLE INJURY
N/A,AE77299B-F6AA-4EB4-AB01-246A14DED79D,NO APPARENT INJURY
UNKNOWN,218F2936-2A9B-4F4D-8113-A56A6C2CB116,NO APPARENT INJURY
NONE DETECTED,00C509E8-987B-499E-B348-B4C7D81F742A,NO APPARENT INJURY
NONE DETECTED,3BDA2741-3E63-441A-B209-81F8EFCD3B50,NO APPARENT INJURY
NONE DETECTED,F735B37E-000C-4878-8ABE-FE8A150061AE,NO APPARENT INJURY
NONE DETECTED,50692747-3EE1-4C56-B3B9-B519037F501D,NO APPARENT INJURY
UNKNOWN,234D4A7C-C639-4006-B9B8-9E372AC352EB,NO APPARENT INJURY
NONE DETECTED,EF27DB55-7D60-484D-85C6-5BBA1DCF599E,NO APPARENT INJURY
NONE DETECTED,F9796279-90A5-4F19-AD28-74EBA2627D79,POSSIBLE INJURY
UNKNOWN,2567EBDB-1B52-4A94-A4F7-0ED2D78229FE,NO APPARENT INJURY
